month,number_of_guests,length_of_stay,occupancy
11,2.0,2,0
11,2.0,2,0
11,2.0,3,0
11,4.0,3,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,3.0,3,0
11,2.0,3,0
11,2.0,3,0
11,3.0,3,0
11,2.0,4,0
11,2.0,4,0
11,1.0,4,0
11,2.0,4,0
11,2.0,4,0
11,2.0,4,0
11,2.0,5,0
11,2.0,5,0
11,2.0,6,0
11,2.0,6,0
11,2.0,7,0
11,2.0,5,0
11,3.0,1,0
11,2.0,1,0
11,2.0,1,0
11,1.0,1,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,4.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,1.0,2,0
11,2.0,2,0
11,2.0,2,0
11,1.0,3,0
11,3.0,3,0
11,1.0,3,0
11,2.0,3,0
11,1.0,3,0
11,1.0,3,0
11,1.0,3,0
11,1.0,3,0
11,1.0,3,0
11,2.0,3,0
11,2.0,3,0
11,1.0,3,0
11,3.0,3,0
11,3.0,3,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,2.0,4,0
11,3.0,5,0
11,1.0,10,0
11,1.0,10,0
11,1.0,18,0
11,2.0,20,0
11,2.0,1,0
11,2.0,1,0
11,2.0,1,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,1.0,2,0
11,1.0,2,0
11,1.0,2,0
11,2.0,2,0
11,1.0,2,0
11,1.0,2,0
11,2.0,2,0
11,2.0,2,0
11,1.0,2,0
11,2.0,2,0
11,2.0,2,0
11,1.0,2,0
11,2.0,2,0
11,2.0,2,0
11,1.0,2,0
11,1.0,2,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,2.0,4,0
11,2.0,4,0
11,2.0,4,0
11,2.0,6,0
11,2.0,5,0
11,3.0,8,0
11,4.0,29,0
11,2.0,7,0
11,1.0,1,0
11,1.0,1,0
11,2.0,1,0
11,1.0,1,0
11,1.0,1,0
11,1.0,2,0
11,1.0,2,0
11,2.0,2,0
11,1.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,1.0,2,0
11,1.0,1,0
11,2.0,2,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,2.0,4,0
11,2.0,4,0
11,2.0,5,0
11,2.0,5,0
11,1.0,7,0
11,2.0,7,0
11,2.0,7,0
11,1.0,12,0
11,2.0,15,0
11,1.0,20,0
11,4.0,28,0
11,1.0,1,0
11,2.0,1,0
11,1.0,1,0
11,1.0,1,0
11,1.0,2,0
11,1.0,2,0
11,1.0,2,0
11,2.0,2,0
11,3.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,1.0,3,0
11,2.0,3,0
11,2.0,3,0
11,1.0,4,0
11,3.0,4,0
11,2.0,4,0
11,2.0,4,0
11,2.0,6,0
11,3.0,6,0
11,2.0,1,0
11,2.0,1,0
11,1.0,1,0
11,2.0,2,0
11,3.0,2,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,2.0,4,0
11,4.0,4,0
11,2.0,5,0
11,1.0,5,0
11,2.0,7,0
11,2.0,8,0
11,1.0,1,0
11,4.0,1,0
11,1.0,1,0
11,1.0,2,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,1.0,3,0
11,1.0,4,0
11,2.0,4,0
11,2.0,4,0
11,2.0,4,0
11,2.0,4,0
11,2.0,4,0
11,2.0,24,0
11,1.0,1,0
11,1.0,1,0
11,2.0,1,0
11,2.0,1,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,1.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,1
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,2.0,4,0
11,2.0,4,0
11,2.0,4,0
11,2.0,1,0
11,1.0,1,0
11,2.0,1,0
11,2.0,1,0
11,2.0,1,0
11,2.0,1,0
11,2.0,1,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,1.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,3.0,3,0
11,2.0,4,0
11,2.0,4,0
11,4.0,4,0
11,3.0,4,0
11,2.0,4,0
11,2.0,4,0
11,2.0,4,0
11,2.0,4,0
11,1.0,5,0
11,2.0,6,0
11,2.0,1,0
11,1.0,1,0
11,2.0,1,0
11,2.0,1,0
11,2.0,1,0
11,4.0,1,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,1.0,2,0
11,3.0,2,0
11,2.0,3,0
11,2.0,3,0
11,3.0,3,0
11,2.0,1,0
11,2.0,2,0
11,2.0,2,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,3.0,3,0
11,2.0,3,0
11,2.0,3,0
11,2.0,4,0
11,2.0,4,0
11,2.0,4,0
11,2.0,4,0
11,2.0,4,0
11,3.0,5,0
11,3.0,5,0
11,3.0,5,0
11,2.0,5,0
11,2.0,5,0
11,3.0,5,0
11,2.0,7,0
11,2.0,8,0
11,1.0,9,0
11,1.0,13,0
11,1.0,7,0
11,2.0,1,0
11,2.0,1,0
11,1.0,1,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,1.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,2,0
11,2.0,3,0
11,1.0,3,0
11,3.0,4,0
11,2.0,4,0
11,1.0,4,0
11,2.0,5,0
11,2.0,5,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,1.0,3,0
11,1.0,3,0
11,1.0,3,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,2.0,3,0
11,1.0,3,0
11,2.0,3,0
11,2.0,3,0
11,1.0,3,0
11,2.0,3,0
11,2.0,3,0
11,1.0,3,0
11,1.0,3,0
11,2.0,3,0
11,1.0,3,0
11,2.0,3,0
11,2.0,3,0
11,2.0,4,0
11,2.0,4,0
11,2.0,7,0
11,2.0,15,0
11,1.0,15,0
11,2.0,2,0
11,3.0,2,0
11,1.0,2,0
11,2.0,2,0
11,3.0,2,0
11,1.0,2,0
11,2.0,3,0
11,2.0,3,0
11,2.0,4,0
11,2.0,4,0
11,3.0,4,0
11,2.0,4,0
11,2.0,4,0
12,1.0,1,0
12,1.0,1,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,3.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,3,0
12,2.0,3,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,1.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,3.0,5,0
12,2.0,5,0
12,2.0,5,0
12,2.0,5,0
12,4.0,5,0
12,2.0,8,0
12,1.0,14,0
12,2.0,14,0
12,2.0,1,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,1.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,3.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,1.0,2,0
12,1.0,2,0
12,3.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,4.0,2,0
12,2.0,2,0
12,2.0,2,0
12,3.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,3.0,2,0
12,2.0,3,0
12,2.0,3,0
12,2.0,2,0
12,2.0,2,0
12,3.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,3.0,3,0
12,1.0,3,0
12,2.0,3,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,3.0,4,0
12,2.0,4,0
12,4.0,4,0
12,2.0,4,0
12,3.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,4.0,4,0
12,3.0,4,0
12,2.0,4,0
12,1.0,4,0
12,2.0,4,0
12,2.0,8,0
12,1.0,10,0
12,1.0,10,0
12,2.0,21,0
12,2.0,21,0
12,3.0,6,0
12,2.0,1,0
12,2.0,1,0
12,2.0,2,0
12,1.0,2,0
12,4.0,2,0
12,1.0,2,0
12,2.0,3,0
12,2.0,3,0
12,4.0,3,0
12,3.0,3,0
12,3.0,3,0
12,3.0,3,0
12,2.0,3,0
12,2.0,3,0
12,3.0,3,0
12,3.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,5,0
12,2.0,6,0
12,2.0,6,0
12,2.0,7,0
12,3.0,7,0
12,1.0,16,0
12,4.0,1,0
12,2.0,2,0
12,3.0,2,0
12,1.0,2,0
12,3.0,2,0
12,1.0,2,0
12,1.0,2,0
12,2.0,2,0
12,3.0,2,0
12,1.0,2,0
12,2.0,3,0
12,2.0,3,0
12,3.0,4,0
12,3.0,4,0
12,2.0,4,0
12,3.0,4,0
12,3.0,4,0
12,3.0,4,0
12,3.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,6,0
12,2.0,6,0
12,2.0,6,0
12,2.0,7,0
12,2.0,7,0
12,1.0,15,0
12,1.0,15,0
12,2.0,5,0
12,2.0,5,0
12,1.0,1,0
12,2.0,1,0
12,2.0,2,0
12,2.0,2,0
12,2.0,3,0
12,1.0,3,0
12,2.0,3,0
12,2.0,3,0
12,3.0,3,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,5,0
12,2.0,5,0
12,2.0,8,0
12,1.0,14,0
12,1.0,14,0
12,2.0,1,0
12,2.0,1,0
12,3.0,1,0
12,1.0,1,0
12,2.0,1,0
12,2.0,2,0
12,1.0,2,0
12,1.0,1,0
12,2.0,1,0
12,2.0,2,0
12,1.0,2,0
12,3.0,3,0
12,3.0,3,0
12,2.0,3,0
12,3.0,3,0
12,3.0,3,0
12,2.0,3,0
12,2.0,4,0
12,3.0,4,0
12,2.0,4,0
12,2.0,4,0
12,3.0,4,0
12,3.0,4,0
12,2.0,4,0
12,2.0,6,0
12,2.0,6,0
12,1.0,6,0
12,1.0,7,0
12,1.0,7,0
12,2.0,7,0
12,2.0,1,0
12,2.0,1,0
12,1.0,1,0
12,2.0,1,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,1.0,3,0
12,2.0,3,0
12,1.0,3,0
12,2.0,3,0
12,2.0,4,0
12,3.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,3,0
12,3.0,4,0
12,4.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,3.0,4,0
12,3.0,4,0
12,3.0,4,0
12,2.0,4,0
12,3.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,3.0,4,0
12,2.0,5,0
12,2.0,6,0
12,1.0,9,0
12,1.0,9,0
12,2.0,10,0
12,2.0,1,0
12,1.0,1,0
12,2.0,1,0
12,1.0,1,0
12,2.0,1,0
12,2.0,1,0
12,2.0,1,0
12,3.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,3.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,3,0
12,1.0,3,0
12,2.0,2,0
12,2.0,2,0
12,3.0,3,0
12,4.0,3,0
12,2.0,3,0
12,4.0,3,0
12,1.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,3.0,3,0
12,2.0,3,0
12,1.0,3,0
12,3.0,3,0
12,3.0,3,0
12,3.0,3,0
12,2.0,3,0
12,3.0,3,0
12,3.0,3,0
12,1.0,3,0
12,1.0,3,0
12,2.0,3,0
12,2.0,3,0
12,4.0,3,0
12,3.0,3,0
12,3.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,3.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,3.0,7,0
12,1.0,12,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,1.0,2,0
12,2.0,2,0
12,2.0,2,0
12,1.0,1,0
12,3.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,3.0,3,0
12,3.0,3,0
12,2.0,3,0
12,2.0,3,0
12,3.0,3,0
12,3.0,4,0
12,2.0,4,0
12,2.0,5,0
12,1.0,5,0
12,3.0,7,0
12,2.0,10,0
12,2.0,11,0
12,2.0,4,0
12,3.0,5,0
12,2.0,1,0
12,3.0,1,0
12,2.0,1,0
12,2.0,1,0
12,2.0,1,0
12,2.0,1,0
12,2.0,1,0
12,2.0,1,0
12,2.0,2,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,4.0,3,0
12,2.0,4,0
12,2.0,4,0
12,2.0,5,0
12,3.0,10,0
12,2.0,11,0
12,4.0,11,0
12,2.0,2,0
12,1.0,1,1
12,3.0,3,0
12,3.0,4,0
12,2.0,5,0
12,1.0,6,0
12,1.0,1,0
12,1.0,1,0
12,2.0,1,0
12,2.0,1,0
12,2.0,1,0
12,1.0,3,0
12,2.0,4,0
12,3.0,4,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,3.0,7,0
12,1.0,12,0
12,1.0,14,0
12,2.0,1,0
12,3.0,2,0
12,2.0,3,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,5,0
12,1.0,5,0
12,2.0,10,0
12,1.0,11,0
12,2.0,1,0
12,1.0,1,0
12,2.0,1,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,3.0,3,0
12,1.0,4,0
12,2.0,6,0
12,2.0,6,0
12,1.0,1,0
12,1.0,1,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,3.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,4,0
12,2.0,4,0
12,3.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,3.0,5,0
12,2.0,6,0
12,2.0,10,0
12,2.0,5,0
12,1.0,13,0
12,2.0,1,0
12,2.0,1,0
12,2.0,1,0
12,2.0,1,0
12,2.0,1,0
12,2.0,2,0
12,3.0,2,0
12,3.0,2,0
12,1.0,2,0
12,2.0,2,0
12,1.0,2,0
12,2.0,2,0
12,1.0,2,0
12,1.0,2,0
12,3.0,2,0
12,2.0,2,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,4,0
12,2.0,4,0
12,4.0,5,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,3.0,5,0
12,2.0,5,0
12,2.0,6,0
12,2.0,1,0
12,2.0,1,0
12,2.0,2,0
12,2.0,2,0
12,3.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,5,0
12,3.0,6,0
12,2.0,6,0
12,3.0,7,0
12,2.0,7,0
12,3.0,8,0
12,2.0,8,0
12,3.0,2,0
12,2.0,3,0
12,2.0,3,0
12,4.0,3,0
12,1.0,4,0
12,2.0,4,0
12,2.0,9,0
12,4.0,1,0
12,4.0,1,0
12,2.0,1,0
12,4.0,2,0
12,2.0,3,0
12,2.0,3,0
12,1.0,3,0
12,1.0,3,0
12,3.0,3,0
12,2.0,4,0
12,3.0,3,0
12,3.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,1.0,5,0
12,1.0,5,0
12,3.0,6,0
12,4.0,8,0
12,2.0,1,0
12,2.0,2,0
12,2.0,2,0
12,1.0,3,0
12,2.0,4,0
12,2.0,4,0
12,1.0,5,0
12,1.0,7,0
12,2.0,7,0
12,3.0,2,0
12,1.0,3,0
12,2.0,3,0
12,2.0,4,0
12,2.0,4,0
12,1.0,5,0
12,2.0,5,0
12,2.0,5,0
12,3.0,5,0
12,1.0,5,0
12,1.0,5,0
12,2.0,5,0
12,2.0,5,0
12,2.0,5,0
12,2.0,5,0
12,2.0,6,0
12,2.0,5,0
12,3.0,7,0
12,1.0,1,0
12,2.0,1,0
12,1.0,1,0
12,1.0,1,0
12,3.0,1,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,3.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,1.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,1.0,4,0
12,3.0,5,0
12,2.0,6,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,3.0,11,0
12,2.0,5,0
12,2.0,5,0
12,2.0,1,0
12,2.0,1,0
12,2.0,1,0
12,4.0,1,0
12,4.0,1,0
12,2.0,2,0
12,2.0,3,0
12,3.0,3,0
12,2.0,3,0
12,3.0,3,0
12,2.0,3,0
12,2.0,3,0
12,3.0,4,0
12,3.0,4,0
12,2.0,4,0
12,4.0,4,0
12,3.0,4,0
12,2.0,4,0
12,3.0,4,0
12,2.0,4,0
12,3.0,4,0
12,3.0,6,0
12,2.0,6,0
12,2.0,7,0
12,2.0,9,0
12,3.0,9,0
12,2.0,10,0
12,1.0,10,0
12,3.0,10,0
12,2.0,1,0
12,3.0,2,0
12,3.0,2,0
12,1.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,1.0,3,0
12,3.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,4,0
12,2.0,5,0
12,3.0,5,0
12,3.0,5,0
12,3.0,5,0
12,2.0,6,0
12,2.0,7,0
12,2.0,7,0
12,4.0,8,0
12,3.0,1,0
12,1.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,3,0
12,2.0,4,0
12,3.0,4,0
12,4.0,4,0
12,2.0,4,0
12,2.0,6,0
12,3.0,6,0
12,2.0,7,0
12,2.0,7,0
12,3.0,8,0
12,2.0,10,0
12,3.0,10,0
12,2.0,1,0
12,2.0,1,0
12,2.0,1,0
12,2.0,2,0
12,4.0,2,0
12,2.0,3,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,3.0,4,0
12,2.0,4,0
12,3.0,4,0
12,3.0,4,0
12,2.0,4,0
12,3.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,4.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,3.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,3.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,3.0,4,0
12,3.0,4,0
12,3.0,4,0
12,2.0,4,0
12,3.0,4,0
12,2.0,4,0
12,3.0,5,0
12,2.0,5,0
12,2.0,5,0
12,3.0,5,0
12,2.0,5,0
12,2.0,5,0
12,2.0,5,0
12,2.0,5,0
12,2.0,5,0
12,4.0,6,0
12,3.0,6,0
12,2.0,6,0
12,2.0,6,0
12,4.0,6,0
12,2.0,7,0
12,3.0,7,0
12,2.0,7,0
12,3.0,7,0
12,2.0,7,0
12,2.0,7,0
12,2.0,9,0
12,2.0,9,0
12,2.0,9,0
12,2.0,10,0
12,2.0,10,0
12,4.0,11,0
12,2.0,1,0
12,3.0,1,0
12,3.0,1,0
12,2.0,1,0
12,2.0,1,0
12,2.0,1,0
12,3.0,3,0
12,3.0,3,0
12,2.0,3,0
12,4.0,3,0
12,3.0,3,0
12,2.0,3,0
12,3.0,3,0
12,2.0,3,0
12,2.0,3,0
12,3.0,3,0
12,4.0,3,0
12,4.0,4,0
12,3.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,5,0
12,3.0,6,0
12,3.0,6,0
12,2.0,6,0
12,2.0,6,0
12,3.0,6,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,1.0,7,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,2.0,7,0
12,2.0,12,0
12,2.0,1,0
12,2.0,1,0
12,5.0,1,0
12,3.0,1,0
12,2.0,3,0
12,2.0,3,0
12,3.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,3,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,3.0,4,0
12,2.0,6,0
12,2.0,6,0
12,3.0,6,0
12,2.0,6,0
12,2.0,6,0
12,2.0,6,0
12,2.0,6,0
12,2.0,6,0
12,2.0,6,0
12,2.0,6,0
12,2.0,6,0
12,2.0,6,0
12,2.0,6,0
12,2.0,6,0
12,2.0,6,0
12,2.0,5,0
12,2.0,5,0
12,2.0,6,0
12,2.0,6,0
12,2.0,6,0
12,2.0,6,0
12,2.0,6,0
12,2.0,6,0
12,2.0,6,0
12,3.0,6,0
12,2.0,6,0
12,2.0,7,0
12,3.0,7,0
12,2.0,9,0
12,4.0,11,0
12,2.0,11,0
12,2.0,14,0
12,2.0,7,0
12,4.0,7,0
12,1.0,1,0
12,1.0,1,0
12,3.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,3,0
12,2.0,3,0
12,3.0,3,0
12,2.0,3,0
12,2.0,3,0
12,3.0,3,0
12,2.0,3,0
12,3.0,3,0
12,3.0,3,0
12,4.0,3,0
12,2.0,3,0
12,1.0,3,0
12,2.0,3,0
12,2.0,4,0
12,3.0,4,0
12,3.0,4,0
12,3.0,4,0
12,2.0,4,0
12,2.0,4,0
12,4.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,2.0,4,0
12,3.0,5,0
12,2.0,5,0
12,2.0,5,0
12,1.0,5,0
12,2.0,5,0
12,2.0,5,0
12,3.0,5,0
12,4.0,5,0
12,3.0,5,0
12,2.0,5,0
12,2.0,5,0
12,1.0,5,0
12,2.0,5,0
12,2.0,5,0
12,2.0,5,0
12,4.0,6,0
12,2.0,6,0
12,2.0,7,0
12,2.0,8,0
12,2.0,1,0
12,3.0,1,0
12,2.0,1,0
12,3.0,1,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,3.0,2,0
12,3.0,2,0
12,2.0,2,0
12,2.0,2,0
12,4.0,2,0
12,2.0,2,0
12,2.0,2,0
12,2.0,2,0
12,3.0,2,0
12,3.0,2,0
12,2.0,2,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,2.0,3,0
12,3.0,3,0
12,2.0,3,0
12,2.0,4,0
